TR:ExtLiverPKNPCB:CellLine,TR:IFNg,TR:IGF1,TR:IL1a,TR:IL6,TR:LPS,TR:TGFa,TR:TNFa,TR:GSK3i,TR:IKKi,TR:JNK12i,TR:MEK12i,TR:PI3Ki,TR:mTORi,TR:p38i,DA:AKT,DA:GSK3,DA:Ikb,DA:JNK12,DA:p38,DA:p70S6,DA:p90RSK,DA:STAT3,DA:cJUN,DA:CREB,DA:HistH3,DA:HSP27,DA:IRS1s,DA:MEK12,DA:p53,DV:AKT,DV:GSK3,DV:Ikb,DV:JNK12,DV:p38,DV:p70S6,DV:p90RSK,DV:STAT3,DV:cJUN,DV:CREB,DV:HistH3,DV:HSP27,DV:IRS1s,DV:MEK12,DV:p53
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.261481,0.000000,0.000000,0.000000,0.000000,0.082467,NaN,0.000000,0.001671,NaN,0.061477,0.000000,0.063201,0.000000,0.008449
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.699479,0.000000,0.000000,0.000000,0.000000,0.486416,NaN,0.000000,0.000000,0.590164,0.138559,0.000000,0.223693,0.010610,0.123187
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.607211,0.000000,0.997843,0.000000,0.000000,0.507581,NaN,0.000000,0.660594,0.461482,0.026064,0.000000,0.532763,0.006198,0.301724
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.000321,0.077016,0.999841,0.999856,0.999870,0.987008,0.901735,0.000000,0.974614,0.996862,0.170784,0.999701,0.994255,0.744543,0.662609
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.700771,0.000000,0.000000,0.000000,0.000000,0.814290,NaN,0.999887,0.052868,0.767550,0.321687,0.000000,0.549263,0.454221,0.008964
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.925863,0.616099,0.000000,0.000000,0.000000,0.969047,NaN,0.000000,0.000000,0.834526,0.420732,0.000000,0.613444,0.232131,0.000000
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.916072,0.671704,0.000000,0.000000,NaN,0.990401,0.992557,0.000000,0.712854,0.994471,0.696394,0.000000,0.989180,0.978237,NaN
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.324065,0.000000,0.000000,0.000000,0.000000,0.011248,NaN,0.000000,0.000000,0.000000,0.026064,0.000000,0.038675,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.408601,0.000000,0.000000,0.000000,0.000000,0.259954,0.000000,0.000000,0.290703,NaN,0.000000,0.000000,0.000000,NaN,0.000000
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.579782,0.000000,0.000000,0.000000,0.000000,0.161422,0.000000,0.000000,0.343925,NaN,0.420732,0.000000,0.000000,NaN,0.000000
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.522100,0.000000,0.995304,0.000000,0.000000,0.000075,0.000000,0.000000,0.098057,NaN,0.243461,0.000000,0.204161,NaN,0.352887
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.484661,0.000000,0.999823,0.999819,0.999750,0.985485,0.000000,0.000000,0.965163,0.995334,0.457436,0.999576,0.994663,NaN,0.729439
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.582558,0.000000,0.000000,0.000000,0.000000,0.211383,0.000000,0.999889,0.327568,0.000000,0.062671,0.000000,0.000000,NaN,0.000000
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.921151,0.823509,0.000000,0.000000,0.000000,0.894067,0.000000,0.000000,0.408321,NaN,0.149661,0.000000,0.068550,NaN,0.000000
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.927447,0.896504,0.000000,NaN,NaN,0.955980,0.000000,0.000000,0.208106,0.740995,0.114076,0.000000,0.780033,NaN,0.000000
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.506339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.409952,0.000000,0.111116,0.000000,0.000000,NaN,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.573035,0.000000,0.000000,0.000000,NaN,0.219193,NaN,0.000000,0.000000,NaN,0.453142,0.000000,0.056133,0.000000,0.000000
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.713130,0.000000,0.000000,0.000000,NaN,0.000000,NaN,0.000000,0.000000,NaN,0.000000,0.000000,0.136903,0.000000,0.251085
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.651008,0.064318,0.995082,0.000000,NaN,0.390381,NaN,0.000000,0.754292,NaN,0.211011,0.000000,0.506451,0.000000,0.400168
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.723343,0.226157,0.999811,0.999873,NaN,0.986056,0.886517,0.000000,0.958672,0.989428,0.519398,0.000000,0.994666,0.725567,0.881916
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.562004,0.178637,0.000000,0.000000,NaN,0.551401,NaN,0.999796,0.074829,NaN,0.000000,0.000000,0.419407,0.040708,0.113628
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.921577,0.875322,0.000000,0.000000,NaN,0.943062,NaN,0.000000,0.000000,NaN,0.000000,0.000000,0.431702,0.000000,0.000000
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.910263,0.874458,0.000000,0.000000,NaN,0.987236,0.992145,0.000000,0.509928,0.991658,0.561645,0.000000,0.992306,0.944657,0.245635
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.399040,0.000000,0.000000,0.000000,NaN,0.213983,NaN,0.000000,0.000000,0.000000,0.270865,0.000000,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.317251,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.042931,0.000000,0.098106,0.000000,0.000000,0.000000,0.207625
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.074895,0.000000,0.000000,0.000000,0.000000,0.011857,NaN,0.000000,0.094210,0.000000,0.156095,0.000000,0.009816,0.244944,0.079413
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.001429,0.000000,0.996880,0.000000,0.000000,0.626831,NaN,0.000000,0.785804,0.707243,0.257170,0.000000,0.425172,0.401775,0.326652
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.024102,0.000066,0.999845,0.999884,0.999801,0.986081,0.961352,0.000000,0.980058,0.997247,0.602905,0.999630,0.995010,0.837528,0.723297
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.014193,0.401485,0.000000,0.000000,0.000000,0.380032,0.854846,0.999819,0.369384,0.426777,0.026064,0.000000,0.147275,0.460264,0.193302
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.458449,0.133946,0.000000,0.000000,0.000000,0.389008,NaN,0.000000,0.000000,NaN,0.165858,0.000000,0.023285,0.421830,0.153098
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.030105,0.632558,0.000000,0.000000,0.000000,0.980232,0.992958,0.000000,0.720132,0.993226,0.550000,0.000000,0.988407,0.948773,0.046558
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.115474,0.000000,0.000000,0.000000,0.000000,0.007228,NaN,0.000000,0.029679,0.000000,0.045765,0.000000,0.004579,0.183115,0.220248
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.016243,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.349164,0.000000,0.099525,0.000000,0.000000,0.000822,0.000000
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.255231,0.000000,0.000000,0.000000,0.000000,0.480762,NaN,0.000000,0.245223,0.000000,0.003358,0.000000,0.128413,0.066760,0.000000
